ID,comuna,nombre residencia,direccion,rating,website,telefono,latitud,longitud,imagen_1,imagen_2,imagen_3,palabras clave,busqueda texto,correo,facebook,instagram,cant reseñas,ciudad,precio,place_id,tipo,servicios,logo,tipo personal,region,disponibilidad,descripcion,video promocional,Created,Updated
533,Concepción,Fundacion Las Rosas,"San Martín 553, oficina 1501, 4070176 Concepción, Bío Bío ",4,https://fundacionlasrosas.cl,+56800719711,-36.8291142,-73.0507199,https://senioradvisor.cl/fotos/biobio/11.jpg,https://senioradvisor.cl/fotos/biobio/11-2.jpg,https://senioradvisor.cl/fotos/biobio/11-3.jpg,"Aire acondicionado, Sala de juegos, ","Aire acondicionado, Sala de juegos, ",info@flrosas.cl,https://www.facebook.com/Fundacionlasrosas/,https://www.instagram.com/fundacionlasrosas_oficial,,Concepción,,ChIJnYd0bMW1aZYRMH9F1BEibr0,,"Aire acondicionado, Sala de juegos, ",,,Biobío,,,,2025-12-29T03:54:56.527Z,2025-12-29T03:54:56.527Z
532,Concepción,Los Sabinos senior Suite,"Collao 987, 4050076 Concepción, Bío Bío ",5,,+56223169068,-36.8191702,-73.0174555,https://senioradvisor.cl/fotos/biobio/10.jpg,https://senioradvisor.cl/fotos/biobio/10-2.jpg,https://senioradvisor.cl/fotos/biobio/10-3.jpg,"Baño privado, ","Baño privado, ",,,,,Concepción,1.500.000,ChIJwVFI6Qa3aZYR9MIo24FBEyk,,"Baño privado, ",,,Biobío,,,,2025-12-29T03:54:56.526Z,2025-12-29T03:54:56.526Z
531,Chiguayante,Residencia Saint Joseph,"La cantera 101, 4100000 Chiguayante, Bío Bío ",5,https://residenciasaintjoseph.cl,+56963946638,-36.8815956,-73.0368266,https://senioradvisor.cl/fotos/biobio/9.jpg,https://senioradvisor.cl/fotos/biobio/9-2.jpg,https://senioradvisor.cl/fotos/biobio/9-3.jpg,"Aire acondicionado, Alarma de seguridad, Acceso silla de ruedas, Atencion de enfermeria, Habitacion individual, Jardin, Sala de estar, Terapia ocupacional, ","Aire acondicionado, Alarma de seguridad, Acceso silla de ruedas, Atencion de enfermeria, Habitacion individual, Jardin, Sala de estar, Terapia ocupacional, ",sainjoseph.villuco@gmail.com,,https://www.instagram.com/reel/DR0UwZHj_yr/,,Chiguayante,1.500.000,ChIJ5yEAjMG3aZYRfCJUFV1o8BQ,,"Aire acondicionado, Alarma de seguridad, Acceso silla de ruedas, Atencion de enfermeria, Habitacion individual, Jardin, Sala de estar, Terapia ocupacional, ",,,Biobío,,,,2025-12-29T03:54:56.526Z,2025-12-29T03:54:56.526Z
530,Talcahuano,Casa de Reposo Aguasol,"Griselda 422, 4280258 Talcahuano, Bío Bío ",5,,+56412412199,-36.7783475,-73.0837427,https://senioradvisor.cl/fotos/biobio/8.jpg,https://senioradvisor.cl/fotos/biobio/8-2.jpg,https://senioradvisor.cl/fotos/biobio/8-3.jpg,,,,,,,Talcahuano,,ChIJ82gD5adKaJYRWXjMvVu0J2E,,,,,Biobío,,,,2025-12-29T03:54:56.524Z,2025-12-29T03:54:56.524Z
529,Concepción,Senior Care Home,"Sanhueza 1671-1627, 4040418 Concepción, Bío Bío ",4.2,,+56412791697,-36.8530968,-73.0485583,https://senioradvisor.cl/fotos/biobio/7.jpg,https://senioradvisor.cl/fotos/biobio/7-2.jpg,https://senioradvisor.cl/fotos/biobio/7-3.jpg,,,,,,,Concepción,,ChIJI7XR_UC3aZYRb1qqwJQRFMA,,,,,Biobío,,,,2025-12-29T03:54:56.522Z,2025-12-29T03:54:56.522Z
528,Concepción,Hogar Hermanitas de los Pobres,"Angol 1348, 4030233 Concepción, Bío Bío ",4.8,,+56412935963,-36.8194359,-73.0598736,https://senioradvisor.cl/fotos/biobio/6.jpg,https://senioradvisor.cl/fotos/biobio/6-2.jpg,https://senioradvisor.cl/fotos/biobio/6-3.jpg,,,,,,,Concepción,,ChIJnzbjDMG1aZYRG5jLOhPIfI0,,,,,Biobío,,,,2025-12-29T03:54:56.519Z,2025-12-29T03:54:56.519Z
527,San Pedro de la Paz,"Acalis Montahue – Residencia para adultos mayores en San Pedro de la Paz, Concepción","Cam. Montahue 245, 4130000 San Pedro de la Paz, Bío Bío ",4,https://acalis.cl,600 413 4000,-36.8671781,-73.0719217,https://senioradvisor.cl/fotos/biobio/5.jpg,https://senioradvisor.cl/fotos/biobio/5-2.jpg,https://senioradvisor.cl/fotos/biobio/5-3.jpg,"Aire acondicionado, Acceso silla de ruedas, Atencion de enfermeria, Camara de seguridad, Fisioterapia, Monitor de actividad para residentes, Sala de estar, Servicio de alimentacion, Servicio de limpieza, Terapia ocupacional, ","Aire acondicionado, Acceso silla de ruedas, Atencion de enfermeria, Camara de seguridad, Fisioterapia, Monitor de actividad para residentes, Sala de estar, Servicio de alimentacion, Servicio de limpieza, Terapia ocupacional, ",trabajaenacalis@acalis.cl,https://www.facebook.com/AcalisChile,https://www.instagram.com/acalislatam/?hl=es,,San Pedro de la Paz,,ChIJ16V4STq2aZYRCGZuuRqonMo,,"Aire acondicionado, Acceso silla de ruedas, Atencion de enfermeria, Camara de seguridad, Fisioterapia, Monitor de actividad para residentes, Sala de estar, Servicio de alimentacion, Servicio de limpieza, Terapia ocupacional, ",,,Biobío,,,,2025-12-29T03:54:56.517Z,2025-12-29T03:54:56.517Z
526,Concepción,Fund de Beneficencia Hogar de Cristo,"Serrano 1398, 4030302 Concepción, Bío Bío ",4.3,https://hogardecristo.cl,+56412225716,-36.8204581,-73.0632747,https://senioradvisor.cl/fotos/biobio/4.jpg,https://senioradvisor.cl/fotos/biobio/4-2.jpg,https://senioradvisor.cl/fotos/biobio/4-3.jpg,"Aire acondicionado, Habitacion doble, Sala de estar, Servicio de alimentacion, Terapia ocupacional, ","Aire acondicionado, Habitacion doble, Sala de estar, Servicio de alimentacion, Terapia ocupacional, ",,https://www.facebook.com/hdecristo,https://www.instagram.com/hogardecristo_chile/,,Concepción,,ChIJEWMw8MG1aZYRPpqbWsIEmb0,,"Aire acondicionado, Habitacion doble, Sala de estar, Servicio de alimentacion, Terapia ocupacional, ",,,Biobío,,,,2025-12-29T03:54:56.515Z,2025-12-29T03:54:56.515Z
525,Hualpén,Eleam Hualpén,"Sajonia 1115, Hualpén, Bío Bío ",4.5,,+56442876162,-36.7966981,-73.103397,https://senioradvisor.cl/fotos/biobio/3.jpg,https://senioradvisor.cl/fotos/biobio/3-2.jpg,https://senioradvisor.cl/fotos/biobio/3-3.jpg,,,,,,,Hualpén,,ChIJd1eSIonKaZYRsu_ovD_bsaw,,,,,Biobío,,,,2025-12-29T03:54:56.515Z,2025-12-29T03:54:56.515Z
524,Concepción,"Residencia Adulto Mayor ""ELEAM GAMAN""","Cochrane 416, 4030000 Concepción, Bío Bío ",5,https://eleamgaman1.my.canva.site,+56977574406,-36.8309193,-73.0514151,https://senioradvisor.cl/fotos/biobio/2.jpg,https://senioradvisor.cl/fotos/biobio/2-2.jpg,https://senioradvisor.cl/fotos/biobio/2-3.jpg,"Terapia ocupacional, ","Terapia ocupacional, ",,,,,Concepción,1.300.000,ChIJMZEZSzW1aZYRBYY8v3UBAwE,,"Terapia ocupacional, ",,,Biobío,,,,2025-12-29T03:54:56.514Z,2025-12-29T03:54:56.514Z
523,Concepción,Santa Verónica,"Janequeo 665, 4030332 Concepción, Bío Bío ",3,,+56412799176,-36.8313298,-73.0545019,https://senioradvisor.cl/fotos/biobio/1.jpg,https://senioradvisor.cl/fotos/biobio/1-2.jpg,https://senioradvisor.cl/fotos/biobio/1-3.jpg,,,,,,,Concepción,950.000,ChIJgw7pzU21aZYR9G986gCBIVs,,,,,Biobío,,,,2025-12-29T03:54:56.513Z,2025-12-29T03:54:56.513Z
522,La Calera,CASA DE REPOSO AMOR Y PAZ,"Josefina 978, 2290120 La Calera, Calera, Valparaíso ",5,,,-32.7856691,-71.1946423,https://senioradvisor.cl/fotos/valparaiso/94.jpg,https://senioradvisor.cl/fotos/valparaiso/94-2.jpg,https://senioradvisor.cl/fotos/valparaiso/94-3.jpg,,,,,,1,La Calera,,ChIJe-VkjVLLiZYROsDcGm54CAM,,,,,Valparaíso,,,,2025-12-29T03:54:56.512Z,2025-12-29T03:54:56.512Z
521,Los Andes,Hogar Santa Barbara,"Los Andes, San Esteban, Valparaíso ",5,,,-32.8004271,-70.5797308,https://senioradvisor.cl/fotos/valparaiso/93.jpg,https://senioradvisor.cl/fotos/valparaiso/93-2.jpg,https://senioradvisor.cl/fotos/valparaiso/93-3.jpg,,,,,,1,Los Andes,,ChIJXc0CmfMFiJYRazCVuQ8aeg0,,,,,Valparaíso,,,,2025-12-29T03:54:56.512Z,2025-12-29T03:54:56.512Z
520,Los Andes,Residencia Los Andes Ltda.,"Román Díaz 1403, 7501203 Providencia, Región Metropolitana ",4.7,https://residencialosandes.cl,+56227235796,-33.4429304,-70.6192221,https://senioradvisor.cl/fotos/valparaiso/92.jpg,https://senioradvisor.cl/fotos/valparaiso/92-2.jpg,https://senioradvisor.cl/fotos/valparaiso/92-3.jpg,"Aire acondicionado, Atencion sicologica, ","Aire acondicionado, Atencion sicologica, ",,https://www.facebook.com/p/Residencia-Los-Andes-100033530696774/?locale=es_LA,https://www.instagram.com/residencialosandes,13,Los Andes,,ChIJiwj_awHPYpYRJ09yj41BT6c,,"Aire acondicionado, Atencion sicologica, ",,,Valparaíso,,,,2025-12-29T03:54:56.511Z,2025-12-29T03:54:56.511Z
519,Los Andes,residencia adulto mayor casa reposo providencia residencialosandes cl,"Román Díaz 1403, 7501203 Providencia, Región Metropolitana ",5,,+56974567199,-33.4428918,-70.6192315,https://senioradvisor.cl/fotos/valparaiso/91.jpg,https://senioradvisor.cl/fotos/valparaiso/91-2.jpg,https://senioradvisor.cl/fotos/valparaiso/91-3.jpg,,,,,,1,Los Andes,,ChIJY9LcUYDPYpYRoTHfzmRzESQ,,,,,Valparaíso,,,,2025-12-29T03:54:56.510Z,2025-12-29T03:54:56.510Z
518,Los Andes,Residencia Sagrada Compañia,"Esmeralda 1120, 2100302 Los Andes, Valparaíso ",3.5,,+56942061205,-32.8316088,-70.6072158,https://senioradvisor.cl/fotos/valparaiso/90.jpg,https://senioradvisor.cl/fotos/valparaiso/90-2.jpg,https://senioradvisor.cl/fotos/valparaiso/90-3.jpg,,,,,,4,Los Andes,1.000.000,ChIJJ0eJ94kFiJYRUL_nIIJvWHw,,,,,Valparaíso,,,,2025-12-29T03:54:56.509Z,2025-12-29T03:54:56.509Z
517,Santo Domingo,Casa de Reposo el Huerto,"Los portuarios, Huertos Chile 54, Santo Domingo, Valparaíso ",5,,+56988198457,-33.6576424,-71.6048393,https://senioradvisor.cl/fotos/valparaiso/89.jpg,https://senioradvisor.cl/fotos/valparaiso/89-2.jpg,https://senioradvisor.cl/fotos/valparaiso/89-3.jpg,,,,,,9,Santo Domingo,,ChIJBy8fxgI3YpYRvlhb5-POjlk,,,,,Valparaíso,,,,2025-12-29T03:54:56.508Z,2025-12-29T03:54:56.508Z
516,San Antonio,"Hogar de adulto mayor (ELEAM) ""El Arrayán""","Echaurren 159, 2660150 Valparaíso, San Antonio, Valparaíso ",3.4,https://eleamelarrayan.cl,+56982696676,-33.61186,-71.61311,https://senioradvisor.cl/fotos/valparaiso/88.jpg,https://senioradvisor.cl/fotos/valparaiso/88-2.jpg,https://senioradvisor.cl/fotos/valparaiso/88-3.jpg,,,,,,5,San Antonio,,ChIJq3-Qs2w5YpYRvtEY5tFSano,,,,,Valparaíso,,,,2025-12-29T03:54:56.506Z,2025-12-29T03:54:56.506Z
515,Quillota,Residencia Edelmira Ferreira,"Aníbal Pinto 495, 2260000 Quillota, Valparaíso ",5,https://edelmiraferreira.cl,+56992291468,-32.8828393,-71.2495315,https://senioradvisor.cl/fotos/valparaiso/87.jpg,https://senioradvisor.cl/fotos/valparaiso/87-2.jpg,https://senioradvisor.cl/fotos/valparaiso/87-3.jpg,"Aire acondicionado, Atencion de enfermeria, ","Aire acondicionado, Atencion de enfermeria, ",,,,5,Quillota,750.000,ChIJI511mGHNiZYRpbKqWaKrGss,,"Aire acondicionado, Atencion de enfermeria, ",,,Valparaíso,,,,2025-12-29T03:54:56.505Z,2025-12-29T03:54:56.505Z
514,Quillota,Residencia Tercera Edad KENTUCKY,"Caletera, Carr Internacional Santiago-Mendoza, Quillota, Valparaíso ",5,, (33) 226 7167,-32.8978058,-71.2371376,https://senioradvisor.cl/fotos/valparaiso/86.jpg,https://senioradvisor.cl/fotos/valparaiso/86-2.jpg,https://senioradvisor.cl/fotos/valparaiso/86-3.jpg,,,,,,3,Quillota,,ChIJiSoKOV7TiZYRNoCtYNWoUh8,,,,,Valparaíso,,,,2025-12-29T03:54:56.504Z,2025-12-29T03:54:56.504Z
513,Quillota,CASA DE REPOSO Y ESTADIA DIARIA LA ESTANCIA,"C. Ramón Freire 431, 2260745 Quillota, Valparaíso ",3.8,,+56982609447,-32.8822198,-71.2454404,https://senioradvisor.cl/fotos/valparaiso/85.jpg,https://senioradvisor.cl/fotos/valparaiso/85-2.jpg,https://senioradvisor.cl/fotos/valparaiso/85-3.jpg,,,,,,6,Quillota,700.000,ChIJE9fQd_TNiZYRiUEoi5uKrpM,,,,,Valparaíso,,,,2025-12-29T03:54:56.503Z,2025-12-29T03:54:56.503Z
512,Quillota,Hogar San Alberto Hurtado de Fundación Las Rosas,"Vicuña Mackenna 18, 2260392 Quillota, Valparaíso ",4.1,https://fundacionlasrosas.cl,+56800720111,-32.8769989,-71.2384075,https://senioradvisor.cl/fotos/valparaiso/84.jpg,https://senioradvisor.cl/fotos/valparaiso/84-2.jpg,https://senioradvisor.cl/fotos/valparaiso/84-3.jpg,"Aire acondicionado, Sala de juegos, ","Aire acondicionado, Sala de juegos, ",info@flrosas.cl,https://www.facebook.com/Fundacionlasrosas/,https://www.instagram.com/fundacionlasrosas_oficial,10,Quillota,,ChIJi4wP65bNiZYRB-R8bI65Vqk,,"Aire acondicionado, Sala de juegos, ",,,Valparaíso,,,,2025-12-29T03:54:56.502Z,2025-12-29T03:54:56.502Z
511,Quillota,"Residencia de Ancianos Kentucky, Quillota","Caletera, Carr Internacional Santiago-Mendoza, Quillota, Valparaíso ",3.8,,+56332267167,-32.8978058,-71.2371376,https://senioradvisor.cl/fotos/valparaiso/83.jpg,https://senioradvisor.cl/fotos/valparaiso/83-2.jpg,https://senioradvisor.cl/fotos/valparaiso/83-3.jpg,,,,,,20,Quillota,https://www.instagram.com/p/C87tVFfiDd2/?hl=es-la,ChIJsTanxFvTiZYR-SGJlFwFFvw,,,,,Valparaíso,,,,2025-12-29T03:54:56.501Z,2025-12-29T03:54:56.501Z
510,Olmué,RESIDENCIAL MI CASA OLMUÉ,"Manuel Bulnes,1950 Olmué, 2330000 Valparaíso ",4.5,https://residencialmicasa.cl,+56976947151,-32.9970101,-71.2000497,https://senioradvisor.cl/fotos/valparaiso/82.jpg,https://senioradvisor.cl/fotos/valparaiso/82-2.jpg,https://senioradvisor.cl/fotos/valparaiso/82-3.jpg,"Aire acondicionado, Jardin, ","Aire acondicionado, Jardin, ",,,https://www.instagram.com/residencialmicasaolmue/,69,Olmué,,ChIJI6PQNMnUiZYRNDBy3CZmr8g,,"Aire acondicionado, Jardin, ",,,Valparaíso,,,,2025-12-29T03:54:56.500Z,2025-12-29T03:54:56.500Z
